Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['2', '16', '25', '31', '32', '3'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 121, Issue： 2020051 baseM: 2030, result: 40, red_balls: ['1', '6', '8', '19', '26', '28'], blue_ball: 6, act_red_balls: ['3', '6', '8', '11', '19', '28'], act_blue_ball: 8, ret: 40, red_correct: 4
Guess time: 146, Issue： 2020076 baseM: 1805, result: 15, red_balls: ['7', '14', '16', '22', '33', '24'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 156, Issue： 2020086 baseM: 1730, result: 15, red_balls: ['11', '18', '20', '22', '27', '3'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 160, Issue： 2020090 baseM: 1715, result: 15, red_balls: ['7', '17', '19', '21', '24', '29'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 185, Issue： 2020115 baseM: 1515, result: 40, red_balls: ['4', '5', '6', '12', '32', '20'], blue_ball: 6, act_red_balls: ['1', '4', '12', '20', '25', '32'], act_blue_ball: 2, ret: 40, red_correct: 4
Guess time: 217, Issue： 2021013 baseM: 1220, result: 15, red_balls: ['4', '12', '17', '21', '31', '22'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 218, Issue： 2021014 baseM: 1235, result: 15, red_balls: ['5', '16', '21', '27', '32', '8'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 222, Issue： 2021018 baseM: 1220, result: 15, red_balls: ['14', '19', '30', '31', '33', '32'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 226, Issue： 2021022 baseM: 1205, result: 15, red_balls: ['4', '17', '20', '28', '33', '31'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 237, Issue： 2021033 baseM: 1120, result: 15, red_balls: ['11', '12', '18', '29', '30', '25'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 242, Issue： 2021038 baseM: 1095, result: 15, red_balls: ['2', '11', '13', '22', '25', '9'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 250, Issue： 2021046 baseM: 1040, result: 15, red_balls: ['3', '4', '17', '22', '33', '8'], blue_ball: 6, act_red_balls: ['5', '9', '13', '21', '28', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 280, Issue： 2021076 baseM: 765, result: 15, red_balls: ['7', '9', '14', '28', '30', '17'], blue_ball: 6, act_red_balls: ['3', '9', '21', '23', '30', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 290, Issue： 2021086 baseM: 715, result: 40, red_balls: ['8', '21', '24', '28', '29', '14'], blue_ball: 6, act_red_balls: ['6', '8', '10', '14', '28', '29'], act_blue_ball: 1, ret: 40, red_correct: 4
Guess time: 292, Issue： 2021088 baseM: 720, result: 15, red_balls: ['7', '13', '14', '25', '26', '5'], blue_ball: 6, act_red_balls: ['4', '12', '15', '16', '19', '26'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 315, Issue： 2021111 baseM: 515, result: 15, red_balls: ['6', '10', '13', '15', '28', '11'], blue_ball: 6, act_red_balls: ['17', '20', '22', '23', '26', '28'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 320, Issue： 2021116 baseM: 490, result: 15, red_balls: ['7', '19', '24', '28', '29', '21'], blue_ball: 6, act_red_balls: ['6', '14', '17', '18', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 334, Issue： 2021130 baseM: 375, result: 15, red_balls: ['15', '16', '17', '25', '30', '5'], blue_ball: 6, act_red_balls: ['8', '9', '15', '24', '26', '30'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 357, Issue： 2022003 baseM: 170, result: 15, red_balls: ['4', '5', '9', '21', '32', '12'], blue_ball: 6, act_red_balls: ['2', '5', '16', '17', '18', '30'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 363, Issue： 2022009 baseM: 160, result: 40, red_balls: ['4', '6', '19', '28', '29', '25'], blue_ball: 6, act_red_balls: ['4', '15', '17', '19', '25', '28'], act_blue_ball: 16, ret: 40, red_correct: 4
Guess time: 376, Issue： 2022022 baseM: 55, result: 15, red_balls: ['12', '14', '19', '28', '29', '26'], blue_ball: 6, act_red_balls: ['1', '7', '11', '15', '17', '19'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 382
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['3', '6', '13', '18', '25', '16'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 0
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['2', '4', '13', '15', '16', '18'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 1
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['7', '8', '17', '20', '28', '19'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 1
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['6', '11', '18', '27', '33', '15'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 1
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['7', '12', '18', '26', '30', '14'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 96, Issue： 2020026 baseM: 1180, result: 15, red_balls: ['1', '6', '22', '28', '29', '12'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 97, Issue： 2020027 baseM: 1195, result: 15, red_balls: ['5', '11', '13', '29', '33', '30'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 106, Issue： 2020036 baseM: 1130, result: 15, red_balls: ['4', '20', '21', '25', '26', '1'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 146, Issue： 2020076 baseM: 755, result: 15, red_balls: ['11', '13', '14', '22', '24', '9'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 156, Issue： 2020086 baseM: 680, result: 15, red_balls: ['1', '15', '17', '25', '31', '30'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 160, Issue： 2020090 baseM: 665, result: 15, red_balls: ['8', '13', '23', '24', '31', '33'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 203, Issue： 2020133 baseM: 285, result: 40, red_balls: ['7', '19', '22', '29', '32', '3'], blue_ball: 6, act_red_balls: ['3', '19', '22', '23', '27', '29'], act_blue_ball: 7, ret: 40, red_correct: 4
Guess time: 217, Issue： 2021013 baseM: 170, result: 15, red_balls: ['1', '5', '12', '20', '23', '10'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 218, Issue： 2021014 baseM: 185, result: 15, red_balls: ['1', '13', '21', '22', '24', '17'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 222, Issue： 2021018 baseM: 170, result: 15, red_balls: ['18', '19', '25', '28', '29', '23'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 226, Issue： 2021022 baseM: 155, result: 15, red_balls: ['15', '16', '24', '28', '32', '4'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 237, Issue： 2021033 baseM: 70, result: 15, red_balls: ['4', '9', '14', '20', '24', '33'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 242, Issue： 2021038 baseM: 45, result: 15, red_balls: ['8', '10', '11', '15', '16', '32'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 247
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['2', '18', '24', '26', '32', '28'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 0
Guess time: 22, Issue： 2019103 baseM: 1845, result: 40, red_balls: ['4', '7', '12', '21', '24', '29'], blue_ball: 14, act_red_balls: ['4', '12', '14', '21', '27', '29'], act_blue_ball: 12, ret: 40, red_correct: 4
Guess time: 25, Issue： 2019106 baseM: 1840, result: 15, red_balls: ['19', '24', '25', '26', '33', '14'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 2
Guess time: 32, Issue： 2019113 baseM: 1795, result: 15, red_balls: ['2', '4', '17', '25', '31', '33'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 2
Guess time: 45, Issue： 2019126 baseM: 1690, result: 15, red_balls: ['3', '4', '9', '21', '30', '15'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 0
Guess time: 56, Issue： 2019137 baseM: 1605, result: 15, red_balls: ['16', '19', '20', '24', '26', '5'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 96, Issue： 2020026 baseM: 1230, result: 15, red_balls: ['2', '5', '20', '21', '30', '13'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 97, Issue： 2020027 baseM: 1245, result: 15, red_balls: ['7', '21', '22', '23', '29', '1'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 106, Issue： 2020036 baseM: 1180, result: 15, red_balls: ['9', '10', '11', '17', '24', '6'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 146, Issue： 2020076 baseM: 805, result: 15, red_balls: ['5', '12', '21', '32', '33', '23'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 156, Issue： 2020086 baseM: 730, result: 15, red_balls: ['2', '4', '12', '29', '33', '11'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 160, Issue： 2020090 baseM: 715, result: 15, red_balls: ['12', '13', '16', '32', '33', '22'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 217, Issue： 2021013 baseM: 170, result: 15, red_balls: ['1', '12', '20', '26', '28', '17'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 218, Issue： 2021014 baseM: 185, result: 15, red_balls: ['1', '3', '10', '15', '29', '17'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 222, Issue： 2021018 baseM: 170, result: 15, red_balls: ['4', '7', '11', '19', '32', '27'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 226, Issue： 2021022 baseM: 155, result: 15, red_balls: ['4', '22', '23', '27', '33', '12'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 237, Issue： 2021033 baseM: 70, result: 15, red_balls: ['9', '12', '17', '28', '30', '33'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 242, Issue： 2021038 baseM: 45, result: 15, red_balls: ['7', '10', '22', '30', '32', '18'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
base_money is negative, stop, totally round: 247
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['11', '12', '14', '22', '24', '30'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 0
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['8', '9', '15', '18', '23', '10'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 0
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['6', '9', '22', '29', '30', '7'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 0
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['4', '6', '13', '22', '28', '9'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 0
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['3', '12', '15', '17', '20', '7'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 96, Issue： 2020026 baseM: 1180, result: 15, red_balls: ['2', '3', '9', '21', '22', '10'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 97, Issue： 2020027 baseM: 1220, result: 40, red_balls: ['14', '15', '24', '25', '33', '8'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 40, red_correct: 3
Guess time: 106, Issue： 2020036 baseM: 1155, result: 15, red_balls: ['6', '14', '27', '28', '32', '17'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 146, Issue： 2020076 baseM: 780, result: 15, red_balls: ['5', '8', '10', '18', '31', '32'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 156, Issue： 2020086 baseM: 705, result: 15, red_balls: ['5', '14', '23', '25', '31', '26'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 160, Issue： 2020090 baseM: 690, result: 15, red_balls: ['13', '18', '19', '23', '29', '25'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 217, Issue： 2021013 baseM: 145, result: 15, red_balls: ['10', '11', '15', '26', '29', '23'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 218, Issue： 2021014 baseM: 160, result: 15, red_balls: ['2', '18', '20', '22', '33', '11'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 222, Issue： 2021018 baseM: 145, result: 15, red_balls: ['11', '13', '21', '24', '31', '5'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 226, Issue： 2021022 baseM: 130, result: 15, red_balls: ['7', '14', '21', '27', '32', '25'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 237, Issue： 2021033 baseM: 45, result: 15, red_balls: ['1', '10', '16', '21', '33', '7'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 242, Issue： 2021038 baseM: 20, result: 15, red_balls: ['9', '11', '17', '21', '25', '6'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 244
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['5', '6', '7', '11', '22', '26'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 0
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['1', '20', '23', '30', '31', '21'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 1
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['10', '13', '16', '17', '31', '24'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 0
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['12', '15', '16', '21', '31', '7'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 0
Guess time: 53, Issue： 2019134 baseM: 1610, result: 40, red_balls: ['1', '22', '29', '30', '32', '21'], blue_ball: 6, act_red_balls: ['1', '4', '6', '22', '29', '30'], act_blue_ball: 3, ret: 40, red_correct: 4
Guess time: 56, Issue： 2019137 baseM: 1605, result: 15, red_balls: ['2', '9', '12', '14', '22', '27'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 76, Issue： 2020006 baseM: 1455, result: 40, red_balls: ['3', '4', '5', '7', '16', '18'], blue_ball: 6, act_red_balls: ['3', '4', '5', '10', '16', '32'], act_blue_ball: 9, ret: 40, red_correct: 4
Guess time: 96, Issue： 2020026 baseM: 1280, result: 15, red_balls: ['8', '19', '28', '31', '32', '29'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 97, Issue： 2020027 baseM: 1295, result: 15, red_balls: ['1', '5', '23', '24', '26', '16'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 106, Issue： 2020036 baseM: 1230, result: 15, red_balls: ['11', '18', '20', '21', '33', '15'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 146, Issue： 2020076 baseM: 855, result: 15, red_balls: ['8', '10', '23', '28', '31', '14'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 156, Issue： 2020086 baseM: 780, result: 15, red_balls: ['4', '6', '13', '20', '30', '16'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 160, Issue： 2020090 baseM: 765, result: 15, red_balls: ['5', '7', '16', '18', '31', '22'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 217, Issue： 2021013 baseM: 220, result: 15, red_balls: ['11', '13', '15', '24', '29', '3'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 218, Issue： 2021014 baseM: 235, result: 15, red_balls: ['2', '12', '17', '22', '24', '26'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 222, Issue： 2021018 baseM: 220, result: 15, red_balls: ['4', '13', '15', '20', '33', '31'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 226, Issue： 2021022 baseM: 205, result: 15, red_balls: ['1', '6', '15', '18', '30', '22'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 237, Issue： 2021033 baseM: 120, result: 15, red_balls: ['2', '6', '9', '17', '20', '7'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 242, Issue： 2021038 baseM: 95, result: 15, red_balls: ['4', '10', '14', '17', '30', '11'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 250, Issue： 2021046 baseM: 40, result: 15, red_balls: ['9', '12', '13', '17', '27', '14'], blue_ball: 6, act_red_balls: ['5', '9', '13', '21', '28', '33'], act_blue_ball: 6, ret: 15, red_correct: 2
base_money is negative, stop, totally round: 254
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['9', '11', '13', '24', '26', '28'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['3', '5', '10', '19', '28', '30'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 1
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['7', '8', '12', '16', '31', '22'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 0
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['1', '16', '17', '18', '29', '11'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 2
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['3', '8', '13', '19', '25', '14'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 81, Issue： 2020011 baseM: 1355, result: 40, red_balls: ['2', '4', '7', '14', '18', '5'], blue_ball: 6, act_red_balls: ['4', '5', '7', '17', '18', '29'], act_blue_ball: 1, ret: 40, red_correct: 4
Guess time: 96, Issue： 2020026 baseM: 1230, result: 15, red_balls: ['1', '2', '11', '16', '19', '23'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 97, Issue： 2020027 baseM: 1245, result: 15, red_balls: ['9', '11', '14', '18', '27', '12'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 106, Issue： 2020036 baseM: 1180, result: 15, red_balls: ['5', '12', '20', '29', '33', '14'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 146, Issue： 2020076 baseM: 805, result: 15, red_balls: ['2', '3', '17', '23', '25', '27'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 156, Issue： 2020086 baseM: 730, result: 15, red_balls: ['13', '14', '18', '23', '28', '33'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 160, Issue： 2020090 baseM: 715, result: 15, red_balls: ['3', '8', '13', '17', '30', '28'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 217, Issue： 2021013 baseM: 170, result: 15, red_balls: ['14', '21', '31', '32', '33', '26'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 218, Issue： 2021014 baseM: 185, result: 15, red_balls: ['3', '12', '19', '28', '30', '29'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 222, Issue： 2021018 baseM: 170, result: 15, red_balls: ['5', '7', '14', '30', '31', '20'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 226, Issue： 2021022 baseM: 155, result: 15, red_balls: ['14', '17', '19', '26', '33', '31'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 227, Issue： 2021023 baseM: 195, result: 40, red_balls: ['18', '21', '23', '25', '27', '22'], blue_ball: 6, act_red_balls: ['2', '21', '22', '23', '27', '28'], act_blue_ball: 11, ret: 40, red_correct: 4
Guess time: 231, Issue： 2021027 baseM: 205, result: 40, red_balls: ['7', '16', '18', '20', '26', '6'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '20', '26'], act_blue_ball: 8, ret: 40, red_correct: 4
Guess time: 237, Issue： 2021033 baseM: 170, result: 15, red_balls: ['2', '22', '25', '26', '29', '20'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 242, Issue： 2021038 baseM: 145, result: 15, red_balls: ['2', '13', '23', '25', '29', '14'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 250, Issue： 2021046 baseM: 90, result: 15, red_balls: ['3', '6', '10', '18', '23', '21'], blue_ball: 6, act_red_balls: ['5', '9', '13', '21', '28', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 259
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['1', '14', '22', '29', '30', '11'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['7', '11', '18', '20', '27', '33'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 2
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['1', '5', '6', '12', '23', '27'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 2
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['3', '4', '20', '25', '33', '31'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 1
